new_tests,new_people_vaccinated_smoothed,new_deaths_per_million,new_cases,people_fully_vaccinated,total_deaths_per_million,people_fully_vaccinated_per_hundred,reproduction_rate,total_boosters,new_people_vaccinated_smoothed_per_hundred,total_cases_per_million,new_cases_smoothed_per_million,new_tests_smoothed,people_vaccinated_per_hundred,new_vaccinations_smoothed,people_vaccinated,total_tests,new_deaths,total_tests_per_thousand,new_tests_smoothed_per_thousand,stringency_index,new_tests_per_thousand,tests_per_case,icu_patients,new_cases_smoothed,total_deaths,new_vaccinations_smoothed_per_million,positive_rate,total_vaccinations_per_hundred,total_cases,total_boosters_per_hundred,new_cases_per_million,total_vaccinations,new_vaccinations,new_deaths_smoothed,new_deaths_smoothed_per_million
33332.0,0.0,0.682,1639.0,0.0,46.471,0.0,0.83,0.0,0.0,1682.848,19.1,34183.0,0.0,0.0,0.0,1433713.0,58.0,16.859,0.402,75.93,0.392,21.0,0.0,1624.286,3952.0,0.0,0.0475,0.0,143114.0,0.0,19.273,0.0,0.0,52.57100000000001,0.618
34821.0,0.0,0.647,1635.0,0.0,47.117,0.0,0.82,0.0,0.0,1702.0739999999996,18.525,34815.0,0.0,0.0,0.0,1468534.0,55.0,17.268,0.409,75.93,0.409,22.1,0.0,1575.429,4007.0,0.0,0.0453,0.0,144749.0,0.0,19.226,0.0,0.0,52.286,0.615
38565.0,0.0,0.564,1708.0,0.0,47.682,0.0,0.81,0.0,0.0,1722.158,18.29,35512.0,0.0,0.0,0.0,1507099.0,48.0,17.722,0.418,75.93,0.453,22.8,0.0,1555.429,4055.0,0.0,0.0438,0.0,146457.0,0.0,20.084,0.0,0.0,52.286,0.615
42236.0,0.0,0.482,1610.0,0.0,48.164,0.0,0.79,0.0,0.0,1741.089,18.397,36459.0,0.0,0.0,0.0,1549335.0,41.0,18.218,0.429,75.93,0.4970000000000001,23.3,0.0,1564.571,4096.0,0.0,0.0429,0.0,148067.0,0.0,18.932,0.0,0.0,51.0,0.6
35369.0,0.0,0.517,1368.0,0.0,48.681,0.0,0.78,0.0,0.0,1757.175,18.105,36342.0,0.0,0.0,0.0,1584704.0,44.0,18.634,0.4270000000000001,75.93,0.416,23.6,0.0,1539.714,4140.0,0.0,0.0424,0.0,149435.0,0.0,16.086,0.0,0.0,50.57100000000001,0.595
25141.0,0.0,0.365,1158.0,0.0,49.04600000000001,0.0,0.76,0.0,0.0,1770.792,18.179,35259.0,0.0,0.0,0.0,1609845.0,31.0,18.93,0.415,75.93,0.29600000000000004,22.8,0.0,1546.0,4171.0,0.0,0.0438,0.0,150593.0,0.0,13.617,0.0,0.0,47.143,0.5539999999999999
25382.0,0.0,0.329,1022.0,0.0,49.375,0.0,0.73,0.0,0.0,1782.81,17.033,33549.0,0.0,0.0,0.0,1635227.0,28.0,19.228,0.394,75.93,0.298,23.2,0.0,1448.571,4199.0,0.0,0.0432,0.0,151615.0,0.0,12.017,0.0,0.0,43.57100000000001,0.512
20838.0,0.0,0.27,972.0,0.0,49.646,0.0,0.7,0.0,0.0,1794.239,15.913,31765.0,0.0,0.0,0.0,1656065.0,23.0,19.473,0.374,75.93,0.245,23.5,0.0,1353.286,4222.0,0.0,0.0426,0.0,152587.0,0.0,11.43,0.0,0.0,38.571,0.454
33633.0,0.0,0.317,961.0,0.0,49.963,0.0,0.69,0.0,0.0,1805.539,14.781,31595.0,0.0,0.0,0.0,1689698.0,27.0,19.869,0.3720000000000001,75.93,0.395,25.1,0.0,1257.0,4249.0,0.0,0.0398,0.0,153548.0,0.0,11.3,0.0,0.0,34.571,0.407
37507.0,0.0,0.317,952.0,0.0,50.28100000000001,0.0,0.71,0.0,0.0,1816.734,13.511,31444.0,0.0,0.0,0.0,1727205.0,27.0,20.31,0.37,75.93,0.441,27.4,0.0,1149.0,4276.0,0.0,0.0365,0.0,154500.0,0.0,11.194,0.0,0.0,31.571,0.371
40178.0,0.0,0.376,1186.0,0.0,50.657,0.0,0.77,0.0,0.0,1830.68,12.799,31150.0,0.0,0.0,0.0,1767383.0,32.0,20.782,0.366,75.93,0.472,28.6,0.0,1088.429,4308.0,0.0,0.0349,0.0,155686.0,0.0,13.946,0.0,0.0,30.286,0.35600000000000004
24589.0,0.0,0.376,1141.0,0.0,51.033,0.0,0.81,0.0,0.0,1844.096,12.417,29610.0,0.0,0.0,0.0,1791972.0,32.0,21.071,0.348,75.93,0.289,28.0,0.0,1056.0,4340.0,0.0,0.0357,0.0,156827.0,0.0,13.417,0.0,0.0,28.571,0.336
